Start Date,End Date,Score
2021-07-01 00:00:00,2021-07-08 00:00:00,0.5
2021-07-01 00:00:00,2021-07-08 00:00:00,0.5
2021-07-01 00:00:00,2021-07-08 00:00:00,0.5
2021-07-01 00:00:00,2021-07-08 00:00:00,0.5
